기준_년분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,서비스_업종_코드,서비스_업종_코드_명,당월_매출_금액,당월_매출_건수,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_건수~06_매출_건수,시간대_건수~11_매출_건수,시간대_건수~14_매출_건수,시간대_건수~17_매출_건수,시간대_건수~21_매출_건수,시간대_건수~24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수,월_평균_소득_금액,소득_구간_코드,지출_총금액,식료품_지출_총금액,의류_신발_지출_총금액,생활용품_지출_총금액,의료비_지출_총금액,교통_지출_총금액,여가_지출_총금액,문화_지출_총금액,교육_지출_총금액,유흥_지출_총금액,총_상주인구_수,남성_상주인구_수,여성_상주인구_수,연령대_10_상주인구_수,연령대_20_상주인구_수,연령대_30_상주인구_수,연령대_40_상주인구_수,연령대_50_상주인구_수,연령대_60_이상_상주인구_수,남성연령대_10_상주인구_수,남성연령대_20_상주인구_수,남성연령대_30_상주인구_수,남성연령대_40_상주인구_수,남성연령대_50_상주인구_수,남성연령대_60_이상_상주인구_수,여성연령대_10_상주인구_수,여성연령대_20_상주인구_수,여성연령대_30_상주인구_수,여성연령대_40_상주인구_수,여성연령대_50_상주인구_수,여성연령대_60_이상_상주인구_수,총_가구_수,아파트_가구_수,비_아파트_가구_수,총_유동인구_수,남성_유동인구_수,여성_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수,시간대_00_06_유동인구_수,시간대_06_11_유동인구_수,시간대_11_14_유동인구_수,시간대_14_17_유동인구_수,시간대_17_21_유동인구_수,시간대_21_24_유동인구_수,월요일_유동인구_수,화요일_유동인구_수,수요일_유동인구_수,목요일_유동인구_수,금요일_유동인구_수,토요일_유동인구_수,일요일_유동인구_수,점포_수,유사_업종_점포_수,개업_율,개업_점포_수,폐업_률,폐업_점포_수,프랜차이즈_점포_수,엑스좌표_값,와이좌표_값,자치구_코드,자치구_코드_명,행정동_코드,행정동_코드_명,영역_면적
20244,A,골목상권,3110456,구산보건지소,CS100010,커피-음료,14463973,2215,9120195,5343778,1488038,1986570,2075290,1942101,1628196,1941033,3402745,0,3757133,6662504,3676475,367861,0,6817732,7646241,0,1710653,2528302,4982316,3569696,1673006,1493,722,266,315,339,304,269,290,432,0,659,896,614,46,0,1113,1102,0,318,362,751,547,237,2433030.0,5.0,4435130095.0,1073002479.0,539423148.0,318784240.0,548405645.0,783523157.0,168106503.0,126686000.0,689094730.0,188104193.0,7748.0,3592.0,4156.0,960.0,1068.0,955.0,1230.0,1365.0,2170.0,451.0,521.0,476.0,596.0,634.0,914.0,509.0,547.0,479.0,634.0,731.0,1256.0,3401.0,0.0,3401.0,1550640.0,646132.0,904507.0,327256.0,199640.0,206698.0,231545.0,234097.0,351403.0,453649.0,332661.0,169463.0,162556.0,230639.0,201672.0,217631.0,217578.0,218715.0,216912.0,216204.0,224142.0,239458.0,14,15,0,0,0,0,1,192317,456472,11380,은평구,11380560,구산동,170875
20244,A,골목상권,3110458,선일여고,CS100010,커피-음료,187166402,42134,129169505,57996897,25862307,28689822,15253057,20729643,38634676,28068839,29928058,450569,40039848,63726717,55396937,23799187,3753144,97529946,89636456,6472733,22758642,37077366,64556706,41119580,15181375,27979,14155,5844,7042,3540,5041,6512,7259,6896,194,8122,12800,13506,6557,955,21465,20669,1723,6582,10593,11250,8613,3373,2427651.0,5.0,3169589936.0,782325558.0,384107437.0,223511989.0,393661162.0,547140720.0,115290414.0,90743359.0,497623167.0,135186130.0,4955.0,2349.0,2606.0,575.0,763.0,633.0,712.0,879.0,1393.0,303.0,387.0,334.0,344.0,385.0,596.0,272.0,376.0,299.0,368.0,494.0,797.0,2268.0,0.0,2268.0,739980.0,344690.0,395289.0,183271.0,86133.0,95685.0,109405.0,107418.0,158067.0,194662.0,159344.0,85989.0,83460.0,115540.0,100986.0,107415.0,106784.0,108070.0,106780.0,107155.0,99786.0,103990.0,6,9,0,0,0,0,3,192396,457958,11380,은평구,11380552,갈현2동,118649
20244,A,골목상권,3110460,구산역 4번,CS100010,커피-음료,30296377,6504,20048130,10248247,3331297,4574236,4379127,3314254,4449216,4828417,5419830,0,6089662,11449640,7785966,4971109,0,13825550,16470827,906757,4744794,7089266,8348666,5839450,3367444,4632,1872,867,985,959,846,975,910,962,0,1749,2266,1489,1000,0,2982,3522,274,1039,1409,1830,1144,808,2496845.0,6.0,2958982327.0,733662344.0,358717816.0,212366536.0,374017684.0,513367412.0,109479251.0,85471959.0,446403074.0,125496251.0,5399.0,2508.0,2891.0,611.0,727.0,705.0,825.0,959.0,1572.0,303.0,332.0,356.0,413.0,437.0,667.0,308.0,395.0,349.0,412.0,522.0,905.0,2499.0,0.0,2499.0,1373573.0,601192.0,772381.0,216262.0,183918.0,182717.0,220398.0,224977.0,345300.0,386479.0,275324.0,144750.0,151170.0,232110.0,183740.0,191372.0,191441.0,193160.0,191838.0,190758.0,205177.0,209828.0,11,14,0,0,0,0,3,192498,457218,11380,은평구,11380552,갈현2동,149102
20244,A,골목상권,3110463,응암3동주민센터,CS100010,커피-음료,51365426,5538,33506931,17858495,5578910,8010120,6495387,6084432,7338082,9532224,8326271,42150,7621014,17572150,13403605,11618329,1108178,20294324,24499068,244744,6135660,9576699,9301557,10415497,9119232,3667,1871,681,780,728,670,808,1047,824,5,855,1777,1520,1254,127,2381,2741,58,853,1112,1011,1050,1039,2434387.0,5.0,782559944.0,199470163.0,93524603.0,56313606.0,101271993.0,132198907.0,28777347.0,22673218.0,116114582.0,32215525.0,1769.0,834.0,935.0,124.0,267.0,291.0,253.0,288.0,546.0,65.0,129.0,142.0,129.0,143.0,226.0,59.0,138.0,149.0,124.0,145.0,320.0,1015.0,0.0,1015.0,745816.0,336070.0,409745.0,86384.0,95292.0,123908.0,118366.0,115646.0,206220.0,183345.0,150604.0,83143.0,85728.0,136041.0,106955.0,105548.0,106496.0,106257.0,106213.0,106088.0,107602.0,107611.0,4,5,0,0,0,0,1,192604,454716,11380,은평구,11380600,응암3동,53976
20244,A,골목상권,3110464,연신내역 5번,CS100010,커피-음료,59775714,6397,40954733,18820981,7530436,6819925,10124442,8084624,8395306,8364273,10456708,0,1952532,11360426,17173542,24302319,4986895,21618772,33671680,4453542,18174261,13774070,8810789,6387725,3690065,4523,1874,925,782,985,771,1060,868,1006,0,298,1387,1854,2415,443,2251,3814,512,1966,1434,992,824,337,2524403.0,6.0,2271229117.0,562662678.0,276248056.0,165654258.0,286745540.0,393350951.0,87214463.0,65807882.0,337768924.0,95776365.0,3934.0,1842.0,2092.0,390.0,610.0,622.0,554.0,710.0,1048.0,203.0,287.0,312.0,281.0,320.0,439.0,187.0,323.0,310.0,273.0,390.0,609.0,2009.0,0.0,2009.0,565981.0,266573.0,299408.0,92853.0,111032.0,86072.0,79401.0,85086.0,111539.0,159131.0,106000.0,57269.0,58638.0,98834.0,86110.0,78233.0,78671.0,79095.0,78550.0,82949.0,85424.0,83061.0,12,12,0,0,17,2,0,192658,457512,11380,은평구,11380552,갈현2동,99182
20244,A,골목상권,3110465,연신내역 7번,CS100010,커피-음료,194859387,35598,125801658,69057729,18925828,24607388,25777640,28515635,27975167,37235028,31822701,0,16687900,52680899,59529820,54810431,11150337,68394777,125491696,5033578,40065977,56124323,37318020,36936850,18407725,24445,11153,3819,4734,5077,5457,5358,5987,5166,0,4750,9331,10080,9360,2077,14141,21389,1140,7008,9518,8055,6501,3308,2559177.0,6.0,1263520124.0,331923928.0,150149952.0,88397992.0,163943892.0,207569973.0,42906110.0,37789611.0,187969935.0,52868731.0,2567.0,1219.0,1348.0,231.0,389.0,378.0,382.0,406.0,781.0,113.0,175.0,208.0,193.0,198.0,332.0,118.0,214.0,170.0,189.0,208.0,449.0,1357.0,0.0,1357.0,1209513.0,557993.0,651520.0,192921.0,188526.0,182289.0,181280.0,183286.0,281209.0,272556.0,245421.0,153955.0,158037.0,228002.0,151542.0,170778.0,170899.0,172015.0,170072.0,175420.0,177013.0,173319.0,11,13,0,0,8,1,2,192719,457984,11380,은평구,11380551,갈현1동,72295
20244,A,골목상권,3110467,은평요양병원,CS100010,커피-음료,21649100,2385,13762000,7887100,2678145,3600863,2710119,2537860,2235013,3300338,4586762,0,3169210,9876534,6218509,2357548,27299,8241120,11921498,241393,4186733,4827386,4390651,3789217,2727237,1449,936,304,300,295,284,266,390,546,0,326,1072,728,248,11,858,1475,43,537,563,527,447,216,2605069.0,6.0,472580441.0,124836745.0,56485659.0,33364627.0,62489299.0,77919222.0,16156049.0,14175489.0,67021594.0,20131757.0,1229.0,567.0,662.0,80.0,262.0,227.0,148.0,153.0,359.0,50.0,78.0,115.0,82.0,78.0,164.0,30.0,184.0,112.0,66.0,75.0,195.0,783.0,0.0,783.0,264115.0,123985.0,140131.0,23506.0,36526.0,42954.0,38651.0,44058.0,78420.0,61500.0,51940.0,32640.0,34520.0,49555.0,33961.0,36414.0,36521.0,36744.0,36454.0,36984.0,40260.0,40738.0,5,10,0,0,10,1,5,192861,458363,11380,은평구,11380551,갈현1동,59339
20244,A,골목상권,3110468,응암역 3번,CS100010,커피-음료,61546875,7232,44195311,17351564,11305616,8178805,7989370,8451067,8270453,8531963,8819601,65838,8979384,18753516,15993462,14469026,3285649,21915023,33621562,170493,5269776,10464873,10293118,13244409,16093916,5031,2201,1150,1002,883,1026,970,1112,1089,12,1377,2205,1833,1489,316,3259,3621,28,642,1576,1549,1743,1344,2514771.0,6.0,6121250119.0,1489231498.0,745435184.0,444649825.0,758023430.0,1081823128.0,231340999.0,175944033.0,933224836.0,261577186.0,10950.0,5086.0,5864.0,1138.0,1564.0,1517.0,1672.0,1863.0,3196.0,577.0,726.0,737.0,808.0,869.0,1369.0,561.0,838.0,780.0,864.0,994.0,1827.0,5283.0,0.0,5283.0,2414801.0,1061011.0,1353790.0,339838.0,306987.0,357437.0,417916.0,399926.0,592698.0,715329.0,479004.0,241489.0,250196.0,392480.0,336304.0,334492.0,335193.0,337912.0,336195.0,334407.0,365905.0,370696.0,18,23,0,0,13,3,5,192780,455968,11380,은평구,11380625,역촌동,243033
20244,A,골목상권,3110469,응암정보도서관,CS100010,커피-음료,7627452,1191,3650133,3977319,584199,685756,794343,415520,1170315,2097388,1879931,0,130513,4296312,2715916,484711,0,3539567,3860148,0,406616,931352,2258205,1426014,2377528,564,627,100,133,85,89,157,366,261,0,25,655,404,107,0,609,575,0,106,162,343,198,375,2227306.0,5.0,2496656981.0,690612848.0,294498844.0,176069011.0,347969345.0,399123621.0,86330849.0,74403186.0,325332468.0,102316809.0,6550.0,3237.0,3313.0,476.0,913.0,764.0,731.0,1180.0,2486.0,249.0,462.0,425.0,391.0,613.0,1097.0,227.0,451.0,339.0,340.0,567.0,1389.0,3609.0,0.0,3609.0,1320650.0,597704.0,722945.0,196652.0,178607.0,179553.0,191167.0,215894.0,358778.0,344813.0,270440.0,160651.0,154941.0,217532.0,172273.0,186335.0,187243.0,186497.0,186953.0,186467.0,189881.0,197273.0,15,17,6,1,0,0,2,192812,454074,11380,은평구,11380600,응암3동,197026
20244,A,골목상권,3110470,신진과학기술고등학교,CS100010,커피-음료,8934785,2270,8345420,589365,1243818,1884690,2031261,1472134,1713517,543241,46124,235234,670340,2669316,3258422,1646892,454581,4241431,4693354,86193,760057,3035995,2702678,928358,1421504,2117,153,344,512,441,385,435,133,20,82,133,651,834,426,144,1080,1190,40,207,710,786,227,300,2665223.0,6.0,950451910.0,215791610.0,118202261.0,73509652.0,109711149.0,166797187.0,44047078.0,26751702.0,156916785.0,38724486.0,2086.0,971.0,1115.0,334.0,260.0,317.0,365.0,284.0,526.0,171.0,118.0,148.0,174.0,136.0,224.0,163.0,142.0,169.0,191.0,148.0,302.0,958.0,0.0,958.0,754880.0,335442.0,419438.0,160097.0,85784.0,123267.0,140563.0,97798.0,147370.0,221486.0,151175.0,78820.0,77684.0,123254.0,102460.0,105528.0,105574.0,106216.0,105300.0,105261.0,110884.0,116117.0,6,6,0,0,0,0,0,192849,455298,11380,은평구,11380580,응암1동,34929
20244,A,골목상권,3110472,연신내역 4번,CS100010,커피-음료,69940891,4898,37623421,32317470,3966006,9910483,11071493,3102487,9572952,27481946,4835524,0,2515266,8106031,7175512,41770702,10373380,53505405,15461267,325743,3874215,7154618,6341889,14435516,36834690,3201,1697,670,677,596,580,678,992,705,0,626,1321,1252,1360,339,2396,2418,61,618,1472,946,1016,702,2485883.0,6.0,3148140436.0,822688254.0,375715650.0,225246432.0,410926227.0,528361892.0,110417010.0,93703590.0,448462172.0,132619209.0,5222.0,2456.0,2766.0,444.0,832.0,830.0,717.0,852.0,1547.0,203.0,371.0,447.0,352.0,395.0,688.0,241.0,461.0,383.0,365.0,457.0,859.0,2821.0,0.0,2821.0,1465317.0,652729.0,812588.0,136069.0,283693.0,254294.0,208379.0,216163.0,366720.0,374792.0,288316.0,169570.0,175403.0,262228.0,195008.0,203527.0,205226.0,206972.0,204253.0,207940.0,221123.0,216276.0,12,14,7,1,21,3,2,193000,457351,11380,은평구,11380570,대조동,134157
20244,A,골목상권,3110473,구산역 1번,CS100010,커피-음료,46053680,3790,28418546,17635134,4978843,3930285,6158636,6384554,6966228,10086989,7548145,0,1081804,17428348,18889899,8041922,611707,10481758,33909926,613387,15292215,10991041,5998534,8041355,3455153,2387,1403,387,342,567,545,546,762,641,0,121,1352,1608,697,12,903,2852,56,1282,1048,569,561,240,2472122.0,6.0,5397451982.0,1365239567.0,642381359.0,382562003.0,685003392.0,922853786.0,190028904.0,158307844.0,826254967.0,224820160.0,8492.0,4010.0,4482.0,1017.0,1119.0,1121.0,1309.0,1455.0,2471.0,509.0,516.0,558.0,641.0,720.0,1066.0,508.0,603.0,563.0,668.0,735.0,1405.0,4133.0,0.0,4133.0,1750675.0,750661.0,1000015.0,283424.0,222148.0,263539.0,270903.0,275144.0,435519.0,464271.0,357733.0,202121.0,202327.0,295517.0,228707.0,247966.0,247566.0,249296.0,248290.0,245302.0,253483.0,258772.0,10,11,9,1,18,2,1,193014,457016,11380,은평구,11380570,대조동,185580
20244,A,골목상권,3110475,백련산해모로아파트,CS100010,커피-음료,57205869,4021,42204343,15001526,6640840,14280809,5758243,6936633,8587818,9683034,5318492,0,10342725,18762024,20433751,7667369,0,14026023,30188391,375480,5253419,13875447,11201125,11439097,2069847,2713,1308,499,629,457,378,750,786,522,0,232,1374,1802,613,0,1417,2419,62,501,1270,1192,625,185,2425117.0,5.0,1609430898.0,393696440.0,194506892.0,120060328.0,200270163.0,277657788.0,63943037.0,46379694.0,246258580.0,66657976.0,2979.0,1436.0,1543.0,397.0,363.0,336.0,474.0,505.0,904.0,204.0,191.0,171.0,230.0,253.0,387.0,193.0,172.0,165.0,244.0,252.0,517.0,1382.0,0.0,1382.0,421209.0,187881.0,233329.0,88553.0,37842.0,61166.0,80315.0,59123.0,94211.0,124673.0,87283.0,40673.0,41319.0,67242.0,60018.0,58165.0,58759.0,59484.0,58235.0,58101.0,62559.0,65906.0,9,11,0,0,0,0,2,193130,455354,11380,은평구,11380580,응암1동,70709
20244,A,골목상권,3110477,은평세무서,CS100010,커피-음료,43815986,5279,36833433,6982553,7711233,8135712,6753941,7360819,6871728,5215901,1766652,15137,8242541,19029536,10967091,5352748,208933,15273319,21400147,979684,2707445,5521518,6563824,11648228,9252768,4445,834,968,919,844,851,863,598,236,6,1179,2019,1383,674,18,2291,2584,129,491,759,828,1501,1166,2543845.0,6.0,1609917864.0,404226014.0,197181769.0,120318160.0,207947875.0,286519709.0,60501179.0,47249063.0,215669049.0,70305046.0,3048.0,1422.0,1626.0,356.0,391.0,387.0,497.0,494.0,923.0,164.0,193.0,201.0,246.0,228.0,390.0,192.0,198.0,186.0,251.0,266.0,533.0,1502.0,0.0,1502.0,399059.0,174130.0,224929.0,61371.0,48442.0,55512.0,65899.0,66803.0,101034.0,97537.0,80706.0,49968.0,50470.0,70515.0,49866.0,56440.0,56370.0,56456.0,56186.0,56646.0,57863.0,59096.0,11,13,0,0,0,0,2,193336,455907,11380,은평구,11380510,녹번동,101732
20244,A,골목상권,3110481,불광역 7번,CS100010,커피-음료,94082908,18259,68960377,25122531,14293950,13858976,11169899,16386784,13250768,13778514,11344017,823826,13985633,31164524,29608725,16419690,2080510,34660602,59422306,57921,20747510,32929508,18373547,14446592,7527830,12999,5260,2485,2718,2304,2931,2561,3054,2206,293,3138,5522,4947,3307,1052,9186,9073,16,3973,6088,4930,2241,1011,2632535.0,6.0,1693929455.0,413589353.0,205186780.0,126871787.0,208480356.0,291078850.0,67151964.0,49426879.0,262018215.0,70125271.0,4279.0,1914.0,2365.0,212.0,1137.0,1150.0,389.0,449.0,942.0,115.0,405.0,579.0,209.0,201.0,405.0,97.0,732.0,571.0,180.0,248.0,537.0,2620.0,0.0,2620.0,3732370.0,1647417.0,2084953.0,570998.0,497841.0,704668.0,622487.0,545039.0,791335.0,1115907.0,761239.0,378356.0,374198.0,572759.0,529911.0,529075.0,530541.0,533380.0,528243.0,525409.0,540219.0,545503.0,10,13,8,1,0,0,3,193522,456966,11380,은평구,11380570,대조동,88375
20244,A,골목상권,3110485,연신내우체국,CS100010,커피-음료,57808675,14520,38526809,19281866,6989170,8777148,8891778,7018847,6849866,9790922,9490944,979129,9975906,15634107,15467167,14167944,1584422,23934233,33874442,745349,9231030,16812931,8624531,10958635,11436199,9668,4852,1776,2099,1942,1943,1908,2428,2424,324,3192,3987,3546,2935,536,6628,7892,130,2798,4227,2187,2482,2696,2378917.0,5.0,990849774.0,260618032.0,119155457.0,71241329.0,132674446.0,165827205.0,35490311.0,29218602.0,134583231.0,42041161.0,2615.0,1223.0,1392.0,258.0,332.0,349.0,332.0,478.0,866.0,137.0,170.0,172.0,170.0,216.0,358.0,121.0,162.0,177.0,162.0,262.0,508.0,1278.0,0.0,1278.0,350187.0,160283.0,189904.0,67268.0,36729.0,45169.0,45915.0,58663.0,96445.0,89467.0,71989.0,40429.0,39808.0,57526.0,50968.0,50154.0,50828.0,50313.0,50737.0,49556.0,48489.0,50108.0,6,8,0,0,13,1,2,193759,458017,11380,은평구,11380530,불광2동,103329
20244,A,골목상권,3110486,은평구청,CS100010,커피-음료,334044269,40959,272598898,61445371,54458329,60839629,51632562,56093422,49574956,30992939,30452432,0,60611255,137136281,87118630,43892851,5285252,99201922,135648503,2025420,36500707,54822491,54834344,54757121,31910346,31305,9654,6040,6530,6422,6152,6161,4690,4964,0,10954,15133,8677,5667,528,16250,21871,386,6422,9992,9268,8055,3997,2737159.0,6.0,1427236216.0,327330067.0,176406331.0,110496504.0,168020757.0,260065533.0,61783884.0,40833304.0,222268427.0,60031409.0,1982.0,927.0,1055.0,233.0,263.0,303.0,340.0,339.0,504.0,119.0,131.0,147.0,167.0,159.0,204.0,114.0,132.0,156.0,173.0,180.0,300.0,977.0,0.0,977.0,581723.0,255224.0,326499.0,94248.0,77411.0,94985.0,93356.0,95937.0,125788.0,140050.0,109888.0,68211.0,72922.0,110599.0,80051.0,85061.0,84770.0,85227.0,84839.0,85678.0,79496.0,76652.0,5,7,0,0,0,0,2,193642,455881,11380,은평구,11380510,녹번동,63348
20244,A,골목상권,3110487,불광역 8번,CS100010,커피-음료,64873154,13422,46828068,18045086,8747247,10188459,8752316,9127360,10012686,10041251,8003835,0,11501351,24230131,17370554,10423899,1347219,27865206,32169663,628631,8382427,12955278,10425723,12954367,14688442,9875,3547,1954,2065,1908,1833,2115,1963,1584,0,2954,4546,3368,2272,282,6304,6786,140,2096,3131,2329,2685,2709,2370281.0,5.0,397939335.0,119523183.0,45651438.0,28603048.0,59979404.0,58523350.0,12725284.0,12468208.0,44512422.0,15952998.0,442.0,173.0,269.0,21.0,108.0,104.0,46.0,44.0,119.0,17.0,32.0,39.0,16.0,14.0,55.0,4.0,76.0,65.0,30.0,30.0,64.0,333.0,0.0,333.0,163986.0,71133.0,92852.0,16136.0,24788.0,26150.0,21899.0,26615.0,48398.0,30640.0,31461.0,24576.0,26400.0,33334.0,17576.0,23042.0,22930.0,22989.0,22767.0,23252.0,24774.0,24232.0,3,4,0,0,25,1,1,193806,456935,11380,은평구,11380520,불광1동,23276
20244,A,골목상권,3110488,우리은행응암동지점,CS100010,커피-음료,21192284,2056,14694893,6497391,547631,5098315,4751952,2125616,2171379,3260695,3236696,0,3644691,10907893,5428802,1210898,0,4470993,9398090,66545,1705075,4305721,3859598,2883791,1048354,1206,850,54,360,317,246,229,403,447,0,534,900,442,180,0,556,1298,10,251,599,512,377,104,2595155.0,6.0,1535018049.0,371657498.0,189752894.0,113666840.0,191921844.0,272909801.0,61772809.0,43947481.0,223522338.0,65866544.0,3237.0,1493.0,1744.0,402.0,404.0,491.0,463.0,530.0,947.0,217.0,166.0,248.0,230.0,247.0,385.0,185.0,238.0,243.0,233.0,283.0,562.0,1536.0,0.0,1536.0,331486.0,143597.0,187890.0,49655.0,42059.0,53589.0,56606.0,55102.0,74476.0,69957.0,65980.0,41273.0,42128.0,68042.0,44108.0,46432.0,46167.0,46621.0,46166.0,46846.0,48890.0,50367.0,2,5,0,0,0,0,3,193806,455674,11380,은평구,11380580,응암1동,93490
20244,A,골목상권,3110492,하나고등학교,CS100010,커피-음료,172066734,8887,75850964,96215770,6415471,16737164,22197214,16266582,14234533,47719047,48496723,0,6979760,49631411,89463153,25701098,291312,56441225,108020346,868092,39802796,53225264,32041301,24847561,13676558,4021,4866,340,881,1095,931,774,2483,2383,0,373,2556,4547,1396,15,3056,5637,40,2233,2768,1659,1313,678,5398458.0,9.0,133057321.0,40648221.0,15338365.0,8186257.0,19167802.0,19024897.0,3931162.0,4096073.0,17388781.0,5275763.0,482.0,240.0,242.0,66.0,65.0,48.0,54.0,131.0,118.0,34.0,37.0,29.0,24.0,62.0,54.0,32.0,28.0,19.0,30.0,69.0,64.0,218.0,0.0,218.0,13600.0,5885.0,7715.0,3217.0,1735.0,2143.0,2454.0,1687.0,2366.0,2179.0,2740.0,2003.0,2248.0,2873.0,1555.0,1878.0,1905.0,1935.0,1878.0,1886.0,2080.0,2039.0,7,7,0,0,0,0,0,194584,460074,11380,은평구,11380690,진관동,133323
20244,A,골목상권,3110495,북가좌2동주민센터,CS100010,커피-음료,159765556,19586,104192065,55573491,20257391,20036099,21381699,19561204,22955672,29219261,26354230,4842054,7671603,45893824,44510820,41159484,15687771,62364297,96459316,1085642,40114783,46152336,35537171,23479810,12453872,12786,6800,2646,2357,2640,2448,2695,3528,3272,143,1710,5620,5682,5048,1383,8003,11574,143,4664,5649,5240,2545,1337,2540629.0,6.0,3476255525.0,869168282.0,418362756.0,247241853.0,440974995.0,605618811.0,120643305.0,100655892.0,523649691.0,149939940.0,5674.0,2679.0,2995.0,592.0,742.0,814.0,858.0,930.0,1738.0,292.0,363.0,407.0,447.0,440.0,730.0,300.0,379.0,407.0,411.0,490.0,1008.0,2811.0,0.0,2811.0,1146910.0,524689.0,622221.0,156178.0,149814.0,171293.0,203099.0,174640.0,291885.0,333650.0,235658.0,117354.0,118111.0,183012.0,159126.0,160980.0,161430.0,161143.0,159936.0,159303.0,168293.0,175824.0,11,13,8,1,8,1,2,192016,453516,11410,서대문구,11410720,북가좌2동,183812
20244,A,골목상권,3110498,증산역 1번,CS100010,커피-음료,92104907,13786,55132274,36972633,9954244,11771000,10309605,10277724,12819701,18004296,18968337,0,9745065,23834645,28092493,26550404,3882300,41550482,49326315,829455,17186752,23843809,17216542,14873350,16926889,8743,5043,1550,1925,1701,1687,1880,2586,2457,0,1892,4031,3714,3615,534,6703,7005,148,2287,3680,2967,1914,2711,2356913.0,5.0,1676282677.0,437505316.0,200527750.0,118510000.0,221342078.0,283694181.0,58707786.0,49258081.0,236015819.0,70721666.0,3240.0,1570.0,1670.0,249.0,420.0,458.0,457.0,495.0,1161.0,116.0,207.0,258.0,226.0,239.0,524.0,133.0,213.0,200.0,231.0,256.0,637.0,1622.0,0.0,1622.0,2032205.0,916347.0,1115859.0,230455.0,264991.0,310488.0,351610.0,333586.0,541073.0,575415.0,391471.0,207128.0,218574.0,341269.0,298350.0,281183.0,285530.0,284479.0,284071.0,285636.0,304598.0,306706.0,8,11,0,0,9,1,3,192362,454070,11410,서대문구,11410720,북가좌2동,115165
20244,A,골목상권,3110500,남가좌동현대아파트,CS100010,커피-음료,63153962,7001,45558138,17595824,3102529,11662405,8631769,11091224,11070211,12711870,4883954,0,13339553,20716019,21831561,6534323,732506,25181130,36453764,383120,2605502,19354961,22101496,12083504,5106308,5084,1917,416,1144,982,1239,1303,1358,559,0,1465,2128,2334,981,93,2721,4199,53,487,2280,2410,1254,434,3957415.0,8.0,276395860.0,71984018.0,33112410.0,18574677.0,34744029.0,45364474.0,10032066.0,8082978.0,42808219.0,11692989.0,717.0,347.0,370.0,163.0,78.0,115.0,148.0,88.0,125.0,84.0,35.0,56.0,77.0,40.0,55.0,79.0,43.0,59.0,71.0,48.0,70.0,248.0,0.0,248.0,208195.0,94107.0,114087.0,54191.0,16138.0,30507.0,37155.0,26774.0,43430.0,28407.0,37216.0,33333.0,38411.0,49635.0,21191.0,27913.0,28357.0,28469.0,28666.0,28489.0,33826.0,32475.0,3,3,0,0,0,0,0,192917,452686,11410,서대문구,11410700,남가좌2동,26069
20244,A,골목상권,3110502,남가좌파출소,CS100010,커피-음료,25459493,3518,16285618,9173875,2757916,3184324,3856601,2989784,3496993,4337779,4836096,0,1097780,8396074,8368634,7309419,287586,13431103,11665828,22944,1480521,5522608,7333552,4703788,6033518,2323,1195,424,444,532,441,482,604,591,0,175,1139,1209,964,31,1950,1550,5,183,848,1238,582,644,2413296.0,5.0,1307591031.0,378435300.0,152504323.0,93586247.0,184041766.0,196997634.0,42185813.0,41793505.0,164610679.0,53435764.0,3643.0,1752.0,1891.0,401.0,459.0,470.0,549.0,595.0,1169.0,205.0,220.0,233.0,281.0,305.0,508.0,196.0,239.0,237.0,268.0,290.0,661.0,1898.0,0.0,1898.0,1809996.0,806671.0,1003326.0,258125.0,287099.0,285518.0,311150.0,250918.0,417190.0,476638.0,372468.0,199212.0,208709.0,305393.0,247578.0,252421.0,254084.0,258627.0,254105.0,251738.0,267897.0,271123.0,15,15,0,0,0,0,0,193174,452938,11410,서대문구,11410700,남가좌2동,125757
